GVKEY,CIQID,,Company Name
24975,IQ35028,,"Synopsys, Inc. (NasdaqGS:SNPS)"
63290,IQ350216,,Pegasystems Inc. (NasdaqGS:PEGA)
142814,IQ35013,,Synaptics Incorporated (NasdaqGS:SYNA)
15855,IQ35000,,NortonLifeLock Inc. (NasdaqGS:NLOK)
26305,IQ34999,,"Laureate Education, Inc. (NasdaqGS:LAUR)"
25745,IQ349973,,Crimson Exploration Inc.
179782,IQ34970103,,Resolute Energy Corporation
6310,IQ34952431,,"Kinder Morgan, Inc. (NYSE:KMI)"
62967,IQ34922,,"Sunrise Senior Living, LLC"
8387,IQ349089,,Goodrich Petroleum Corporation
31521,IQ349016,,StoneX Group Inc. (NasdaqGS:SNEX)
10405,IQ348893,,ATI Inc. (NYSE:ATI)
63083,IQ348835,,"Endologix, Inc."
9380,IQ348834,,"The St. Paul Companies, Inc."
63447,IQ348699,,"Guess?, Inc. (NYSE:GES)"
30847,IQ34839,,Stratasys Ltd. (NasdaqGS:SSYS)
163036,IQ34817,,"Builders FirstSource, Inc. (NYSE:BLDR)"
62263,IQ347983,,"Alexion Pharmaceuticals, Inc."
184345,IQ34792193,,Beam Global (NasdaqCM:BEEM)
162448,IQ3478354,,"Alpha Natural Resources, Inc."
61586,IQ347833,,"Impac Mortgage Holdings, Inc. (NYSEAM:IMH)"
25313,IQ34783,,STERIS plc (NYSE:STE)
63527,IQ34780,,"Stericycle, Inc. (NasdaqGS:SRCL)"
64030,IQ34768,,"Steel Dynamics, Inc. (NasdaqGS:STLD)"
63172,IQ347669,,FactSet Research Systems Inc. (NYSE:FDS)
62897,IQ347586,,Tupperware Brands Corporation (NYSE:TUP)
62378,IQ347555,,"Hub Group, Inc. (NasdaqGS:HUBG)"
30612,IQ347535,,"Amedisys, Inc. (NasdaqGS:AMED)"
25434,IQ34745,,Starbucks Corporation (NasdaqGS:SBUX)
15521,IQ34740,,"Staples, Inc."
19163,IQ347306,,"Extended Stay America, Inc."
29382,IQ347145,,"Steven Madden, Ltd. (NasdaqGS:SHOO)"
62965,IQ34709,,"SS&C Technologies Holdings, Inc. (NasdaqGS:SSNC)"
24466,IQ347086,,IBERIABANK Corporation
183974,IQ34696,,"SPS Commerce, Inc. (NasdaqGS:SPSC)"
61302,IQ346919,,Arch Capital Group Ltd. (NasdaqGS:ACGL)
29698,IQ346750,,"SigmaTron International, Inc. (NasdaqCM:SGMA)"
4497,IQ34668,,DMC Global Inc. (NasdaqGS:BOOM)
24853,IQ34640,,The Spectranetics Corporation
61685,IQ346200,,"Nuance Communications, Inc."
61646,IQ346138,,"Westell Technologies, Inc. (OTCPK:WSTL)"
19647,IQ34600869,,LendingClub Corporation (NYSE:LC)
29955,IQ345779,,Bausch Health Companies Inc. (NYSE:BHC)
30932,IQ345724,,"Northwest Bancshares, Inc. (NasdaqGS:NWBI)"
1393,IQ345588,,AMERCO (NasdaqGS:UHAL)
27393,IQ345409145,,Hilton Grand Vacations Inc. (NYSE:HGV)
16269,IQ345286,,"Enanta Pharmaceuticals, Inc. (NasdaqGS:ENTA)"
149318,IQ3449701,,"Wynn Resorts, Limited (NasdaqGS:WYNN)"
176760,IQ34490826,,Domtar Corporation
15142,IQ344284,,iStar Inc. (NYSE:STAR)
24825,IQ344249,,Corporate Office Properties Trust (NYSE:OFC)
23111,IQ344156,,First Financial Bank
61596,IQ344112,,Buckeye Technologies Inc.
30222,IQ343936,,Ameris Bancorp (NasdaqGS:ABCB)
134044,IQ34391,,SINA Corporation
29052,IQ343802,,LXP Industrial Trust (NYSE:LXP)
29389,IQ34378,,"Simon Property Group, Inc. (NYSE:SPG)"
24316,IQ343729,,Monster Beverage Corporation (NasdaqGS:MNST)
133288,IQ34345,,Silicon Laboratories Inc. (NasdaqGS:SLAB)
64389,IQ34335,,Silgan Holdings Inc. (NYSE:SLGN)
177983,IQ34323388,,Genpact Limited (NYSE:G)
178081,IQ34322384,,"MercadoLibre, Inc. (NasdaqGS:MELI)"
177127,IQ34302,,"ShoreTel, Inc."
176247,IQ34265589,,Altra Industrial Motion Corp. (NasdaqGS:AIMC)
61129,IQ342014,,"Redwood Trust, Inc. (NYSE:RWT)"
30651,IQ341990,,Darling Ingredients Inc. (NYSE:DAR)
116504,IQ34176,,Sleep Number Corporation (NasdaqGS:SNBR)
28367,IQ34159879,,"iRhythm Technologies, Inc. (NasdaqGS:IRTC)"
5723,IQ341584,,"Starwood Hotels & Resorts Worldwide, LLC"
61739,IQ341546,,"The Hartford Financial Services Group, Inc. (NYSE:HIG)"
141460,IQ34145,,Seagen Inc. (NasdaqGS:SGEN)
29734,IQ341326,,"Mobile Mini, Inc."
178015,IQ34125194,,Lululemon Athletica Inc. (NasdaqGS:LULU)
178519,IQ34120092,,LPL Financial Holdings Inc. (NasdaqGS:LPLA)
61420,IQ34117,,Pool Corporation (NasdaqGS:POOL)
126600,IQ34105,,"JAGGAER, LLC"
61759,IQ341021,,Core Laboratories N.V. (NYSE:CLB)
13988,IQ34093,,The Charles Schwab Corporation (NYSE:SCHW)
61408,IQ340831,,"The Hanover Insurance Group, Inc. (NYSE:THG)"
61388,IQ340813,,"Everest Re Group, Ltd. (NYSE:RE)"
177303,IQ34074951,,Noranda Aluminum Holding Corporation (OTCPK:NORN.Q)
60992,IQ340736,,"SunEdison, Inc."
121382,IQ34071,,SBA Communications Corporation (NasdaqGS:SBAC)
184035,IQ3405946,,"SemGroup, LLC"
178684,IQ34048601,,"Grizzly Energy, LLC"
28139,IQ34039,,Sanmina Corporation (NasdaqGS:SANM)
61513,IQ34032,,SanDisk LLC
61155,IQ340272,,"Atlas Air Worldwide Holdings, Inc. (NasdaqGS:AAWW)"
61188,IQ340230,,Service Properties Trust (NasdaqGS:SVC)
31887,IQ340196,,ResMed Inc. (NYSE:RMD)
13380,IQ34001,,Saks Incorporated
29399,IQ339998324,,Brookfield Real Assets Income Fund Inc. (NYSE:RA)
61581,IQ339946,,"The Boston Beer Company, Inc. (NYSE:SAM)"
9359,IQ33982,,Safeway Inc.
28408,IQ339745,,Gentherm Incorporated (NasdaqGS:THRM)
16453,IQ339683,,Neogen Corporation (NasdaqGS:NEOG)
9299,IQ33956,,"Ryder System, Inc. (NYSE:R)"
61494,IQ339447,,"Henry Schein, Inc. (NasdaqGS:HSIC)"
177216,IQ33939121,,PennantPark Investment Corporation (NYSE:PNNT)
30822,IQ339305,,Realty Income Corporation (NYSE:O)
9248,IQ33926,,"Ross Stores, Inc. (NasdaqGS:ROST)"
30255,IQ339103,,"NPS Pharmaceuticals, Inc."
29830,IQ33897,,WestRock Company (NYSE:WRK)
28564,IQ338825,,Stone Energy Corporation
25389,IQ33880,,Graphic Packaging Holding Company (NYSE:GPK)
61409,IQ338612,,"Diamond Offshore Drilling, Inc. (NYSE:DO)"
6737,IQ338562,,"Lincoln Electric Holdings, Inc. (NasdaqGS:LECO)"
61839,IQ338403,,"AmeriGas Partners, L.P."
30637,IQ338214,,"Veris Residential, Inc. (NYSE:VRE)"
64853,IQ33821,,"Qorvo, Inc. (NasdaqGS:QRVO)"
30032,IQ338134,,Eagle Materials Inc. (NYSE:EXP)
31692,IQ338088,,"MB Financial, Inc."
28070,IQ337702440,,AdvanSix Inc. (NYSE:ASIX)
29108,IQ337694,,"Patterson-UTI Energy, Inc. (NasdaqGS:PTEN)"
31460,IQ33765,,"Rent-A-Center, Inc. (NasdaqGS:RCII)"
61406,IQ33758,,RenaissanceRe Holdings Ltd. (NYSE:RNR)
29850,IQ337507,,"Grupo Televisa, S.A.B. (BMV:TLEVISA CPO)"
61337,IQ337482,,General Scanning Inc.
30145,IQ337454005,,ProPetro Holding Corp. (NYSE:PUMP)
23812,IQ33715,,"Regeneron Pharmaceuticals, Inc. (NasdaqGS:REGN)"
147638,IQ33710,,Regal Entertainment Group
122841,IQ33679,,"Red Hat, Inc."
28272,IQ336774,,AstraZeneca PLC (LSE:AZN)
31607,IQ336718,,National Instruments Corporation (NasdaqGS:NATI)
65899,IQ33660,,"RealNetworks, Inc. (NasdaqCM:RNWK)"
65459,IQ33636,,"Spectrum Brands Legacy, Inc."
30950,IQ336277,,"Media General, Inc."
30990,IQ336241,,Capital One Financial Corporation (NYSE:COF)
31846,IQ336160,,"Darden Restaurants, Inc. (NYSE:DRI)"
177744,IQ33593027,,"PROS Holdings, Inc. (NYSE:PRO)"
30259,IQ335919,,"PENN Entertainment, Inc. (NasdaqGS:PENN)"
30384,IQ335306,,"First Industrial Realty Trust, Inc. (NYSE:FR)"
15350,IQ335236,,BP Prudhoe Bay Royalty Trust (NYSE:BPT)
177953,IQ33510148,,"Orbitz Worldwide, Inc."
177739,IQ33509757,,"Spectra Energy Partners, LP"
66446,IQ33509,,"Quanta Services, Inc. (NYSE:PWR)"
29217,IQ334984,,"Schnitzer Steel Industries, Inc. (NasdaqGS:SCHN)"
24800,IQ33493,,QUALCOMM Incorporated (NasdaqGS:QCOM)
29282,IQ334862,,"New York Community Bancorp, Inc. (NYSE:NYCB)"
30861,IQ334744,,Knight-Swift Transportation Holdings Inc. (NYSE:KNX)
63186,IQ33471,,Qiagen N.V. (NYSE:QGEN)
28877,IQ334622,,Keurig Dr Pepper Inc. (NasdaqGS:KDP)
178798,IQ33447962,,"Approach Resources, Inc."
30220,IQ334419,,"Sypris Solutions, Inc. (NasdaqGM:SYPR)"
29131,IQ334367,,"Gibraltar Industries, Inc. (NasdaqGS:ROCK)"
30260,IQ334277,,"Simpson Manufacturing Co., Inc. (NYSE:SSD)"
185229,IQ33424519,,"BWX Technologies, Inc. (NYSE:BWXT)"
30098,IQ334158,,Ingersoll Rand Inc. (NYSE:IR)
18689,IQ33414482,,Veeva Systems Inc. (NYSE:VEEV)
29246,IQ334108,,Astoria Financial Corporation
61490,IQ33405327,,"OPKO Health, Inc. (NasdaqGS:OPK)"
183581,IQ33402796,,"KAR Auction Services, Inc. (NYSE:KAR)"
31122,IQ333835,,"Apollo Education Group, Inc."
13341,IQ33352,,The Progressive Corporation (NYSE:PGR)
24352,IQ33351,,Progress Software Corporation (NasdaqGS:PRGS)
20748,IQ33348547,,"Arista Networks, Inc. (NYSE:ANET)"
30067,IQ333332,,Agree Realty Corporation (NYSE:ADC)
8762,IQ33328,,The Procter & Gamble Company (NYSE:PG)
27245,IQ333273375,,"Cotiviti Holdings, Inc."
150838,IQ3332647,,"Enbridge Energy Management, L.L.C."
177533,IQ33306177,,BlackRock Enhanced International Dividend Trust (NYSE:BGY)
29127,IQ332954,,Incyte Corporation (NasdaqGS:INCY)
23243,IQ33277502,,Kornit Digital Ltd. (NasdaqGS:KRNT)
30576,IQ332752,,"ADTRAN Holdings, Inc. (NasdaqGS:ADTN)"
29755,IQ332730,,"Beazer Homes USA, Inc. (NYSE:BZH)"
28320,IQ332700,,CDW Corporation (NasdaqGS:CDW)
30293,IQ332646,,"Essex Property Trust, Inc. (NYSE:ESS)"
119314,IQ33254,,Booking Holdings Inc. (NasdaqGS:BKNG)
30298,IQ332500,,"Highwoods Properties, Inc. (NYSE:HIW)"
13962,IQ332476,,"Ferrellgas Partners, L.P. (OTCPK:FGPR)"
29649,IQ332358,,"Mid-America Apartment Communities, Inc. (NYSE:MAA)"
30463,IQ332311,,"The Greenbrier Companies, Inc. (NYSE:GBX)"
30059,IQ332273,,"American Eagle Outfitters, Inc. (NYSE:AEO)"
29868,IQ332172,,The Macerich Company (NYSE:MAC)
25430,IQ332124,,"FuelCell Energy, Inc. (NasdaqGM:FCEL)"
30354,IQ332031,,Liberty Property Trust
28084,IQ33192299,,Coupa Software Incorporated (NasdaqGS:COUP)
29359,IQ331908,,"Sun Communities, Inc. (NYSE:SUI)"
21739,IQ33184,,"PRA Health Sciences, Inc."
188255,IQ33174798,,"Fortune Brands Home & Security, Inc. (NYSE:FBHS)"
17010,IQ331718879,,The Liberty SiriusXM Group (NasdaqGS:LSXM.K)
27187,IQ331718339,,Formula One Group (NasdaqGS:FWON.K)
27186,IQ331717750,,The Liberty Braves Group (NasdaqGS:BATR.K)
66032,IQ33163,,"Power Integrations, Inc. (NasdaqGS:POWI)"
26069,IQ331476,,Gulfport Energy Corporation (NYSE:GPOR)
177945,IQ33136011,,"Blueknight Energy Partners, L.P."
13971,IQ331298,,Methanex Corporation (TSX:MX)
27338,IQ331280020,,Aptevo Therapeutics Inc. (NasdaqCM:APVO)
62730,IQ33127,,"Polycom, Inc."
31255,IQ331231,,Tower Semiconductor Ltd. (NasdaqGS:TSEM)
30671,IQ331205,,Reliance Steel & Aluminum Co. (NYSE:RS)
29705,IQ330862,,"Daktronics, Inc. (NasdaqGS:DAKT)"
29150,IQ330706,,"Urban Outfitters, Inc. (NasdaqGS:URBN)"
8633,IQ33067,,"Plantronics, Inc."
15037,IQ330453,,Goldcorp Inc.
185770,IQ33026309,,Costamare Inc. (NYSE:CMRE)
29511,IQ330170,,Cytec Industries Inc.
29984,IQ330123,,"Prologis, Inc. (NYSE:PLD)"
29097,IQ330070,,PartnerRe Ltd.
5862,IQ329935,,Rayonier Inc. (NYSE:RYN)
28785,IQ329790,,Winmark Corporation (NasdaqGM:WINA)
28967,IQ329695,,"QCR Holdings, Inc. (NasdaqGM:QCRH)"
29736,IQ329501,,Tractor Supply Company (NasdaqGS:TSCO)
61034,IQ329438,,Teekay Corporation (NYSE:TK)
9783,IQ329376,,KeyCorp (NYSE:KEY)
61448,IQ32933,,Pharmacyclics LLC
27653,IQ329268834,,"YETI Holdings, Inc. (NYSE:YETI)"
28629,IQ329202,,Camden Property Trust (NYSE:CPT)
28648,IQ32919,,PetSmart LLC
29875,IQ329141,,"AvalonBay Communities, Inc. (NYSE:AVB)"
28322,IQ329083,,Healthcare Realty Trust Incorporated (NYSE:HR)
156861,IQ3289679,,"Tempur Sealy International, Inc. (NYSE:TPX)"
27803,IQ328967194,,"Donnelley Financial Solutions, Inc. (NYSE:DFIN)"
25877,IQ328958,,"HCC Insurance Holdings, Inc."
28919,IQ328874,,"ONEOK Partners, L.P."
29353,IQ328799,,CB&I Group Inc.
177925,IQ32872064,,WABCO Holdings Inc.
28209,IQ328641,,"Anika Therapeutics, Inc. (NasdaqGS:ANIK)"
183920,IQ32855017,,Yahoo Inc.
8479,IQ32854,,"PepsiCo, Inc. (NasdaqGS:PEP)"
28119,IQ328377,,Brookfield Property REIT Inc.
176793,IQ32821845,,Eaton Vance Tax-Managed Global Diversified Equity Income Fund (NYSE:EXG)
163893,IQ3281423,,"MWI Veterinary Supply, Inc."
17498,IQ3280635,,"Chimerix, Inc. (NasdaqGM:CMRX)"
142460,IQ32792,,Peabody Energy Corporation (NYSE:BTU)
29011,IQ327880,,Boyd Gaming Corporation (NYSE:BYD)
29082,IQ327735,,"CBL & Associates Properties, Inc. (NYSE:CBL)"
146140,IQ3274917,,"Piedmont Office Realty Trust, Inc. (NYSE:PDM)"
29001,IQ327460,,Vectra Co.
28477,IQ327408,,"Teledyne FLIR, LLC"
25747,IQ327381,,"Littelfuse, Inc. (NasdaqGS:LFUS)"
29015,IQ327333,,Deckers Outdoor Corporation (NYSE:DECK)
30771,IQ3272278,,The Gabelli Multimedia Trust Inc. (NYSE:GGT)
61600,IQ32717,,PAREXEL International Corporation
2940,IQ327142,,"Magellan Health, Inc."
18699,IQ32710,,PTC Inc. (NasdaqGS:PTC)
25751,IQ327054,,"Banco Latinoamericano de Comercio Exterior, S. A. (NYSE:BLX)"
177279,IQ32695076,,abrdn Global Premier Properties Fund (NYSE:AWP)
25665,IQ326651,,"LTC Properties, Inc. (NYSE:LTC)"
1932,IQ326614,,British American Tobacco p.l.c. (LSE:BATS)
27876,IQ326562977,,Nuveen Corporate Income November 2021 Target Term Fund
28340,IQ326382,,"Tanger Factory Outlet Centers, Inc. (NYSE:SKT)"
24625,IQ326300,,TotalEnergies SE (ENXTPA:TTE)
25318,IQ326272,,"U.S. Physical Therapy, Inc. (NYSE:USPH)"
184500,IQ32624297,,"Cboe Global Markets, Inc. (BATS:CBOE)"
28176,IQ326230,,"AptarGroup, Inc. (NYSE:ATR)"
177124,IQ32590567,,Crestwood Midstream Partners LP
177429,IQ32588621,,Solera Holdings LLC
8215,IQ32583,,"O-I Glass, Inc. (NYSE:OI)"
28191,IQ325643,,Royal Caribbean Cruises Ltd. (NYSE:RCL)
28216,IQ325509,,"Reinsurance Group of America, Incorporated (NYSE:RGA)"
25536,IQ325333,,Central Garden & Pet Company (NasdaqGS:CENT)
18312,IQ325290136,,US Foods Holding Corp. (NYSE:USFD)
62826,IQ32464,,"Onyx Pharmaceuticals, Inc."
25922,IQ324610,,Kadant Inc. (NYSE:KAI)
176559,IQ32455227,,Abrdn Total Dynamic Dividend Fund (NYSE:AOD)
14894,IQ324490,,Vodafone Group Public Limited Company (LSE:VOD)
25633,IQ324452,,"Omega Healthcare Investors, Inc. (NYSE:OHI)"
27981,IQ324430,,"Chico's FAS, Inc. (NYSE:CHS)"
28180,IQ324289,,"O'Reilly Automotive, Inc. (NasdaqGS:ORLY)"
5776,IQ324204,,"Galen Health Care, LLC"
27938,IQ324135,,"Shoe Carnival, Inc. (NasdaqGS:SCVL)"
25749,IQ32410,,ASGN Incorporated (NYSE:ASGN)
137704,IQ32407,,"OmniVision Technologies, Inc."
142956,IQ32401,,"Omnicell, Inc. (NasdaqGS:OMCL)"
24157,IQ324004,,"FirstCash Holdings, Inc (NasdaqGS:FCFS)"
14140,IQ323930,,"Banco Santander, S.A. (BME:SAN)"
12673,IQ323899,,Barclays PLC (LSE:BARC)
177108,IQ32389646,,"Cinemark Holdings, Inc. (NYSE:CNK)"
27786,IQ323857,,Chesapeake Energy Corporation (NasdaqGS:CHK)
28719,IQ323756013,,Conduent Incorporated (NasdaqGS:CNDT)
27780,IQ323746,,SITE Centers Corp. (NYSE:SITC)
177099,IQ32363981,,Monotype Imaging Holdings Inc.
26864,IQ323581924,,Permian Resources Corporation (NYSE:PR)
15799,IQ323577,,Docucon Inc
14624,IQ32356,,The ODP Corporation (NasdaqGS:ODP)
26013,IQ323532,,SM Energy Company (NYSE:SM)
8020,IQ323452,,Novo Nordisk A/S (CPSE:NOVO B)
24447,IQ323261,,BOK Financial Corporation (NasdaqGS:BOKF)
117768,IQ32307,,NVIDIA Corporation (NasdaqGS:NVDA)
264385,IQ32305,,"NuVasive, Inc. (NasdaqGS:NUVA)"
27776,IQ322807,,"Rocky Brands, Inc. (NasdaqGS:RCKY)"
5284,IQ322777,,"Gray Television, Inc. (NYSE:GTN)"
25964,IQ322735,,"Chart Industries, Inc. (NYSE:GTLS)"
24440,IQ322563,,ProAssurance Corporation (NYSE:PRA)
20067,IQ322193,,InterContinental Hotels Group PLC (LSE:IHG)
7922,IQ32215,,"Nordstrom, Inc. (NYSE:JWN)"
20185,IQ322121,,The Scotts Miracle-Gro Company (NYSE:SMG)
61902,IQ32181,,NICE Ltd. (TASE:NICE)
25338,IQ321778,,Bed Bath & Beyond Inc. (NasdaqGS:BBBY)
150279,IQ3216960,,"Provident Financial Services, Inc. (NYSE:PFS)"
24463,IQ321690,,National Beverage Corp. (NasdaqGS:FIZZ)
24660,IQ321650,,JanOne Inc. (NasdaqCM:JAN)
24483,IQ321590,,"The Bon-Ton Stores, Inc. (OTCPK:BONT.Q)"
29173,IQ32137,,Ovintiv Exploration Inc.
24878,IQ321244,,"PDL BioPharma, Inc."
15627,IQ320951,,"MUFG Bank, Ltd."
24533,IQ320908,,"National Health Investors, Inc. (NYSE:NHI)"
62921,IQ32073,,"Neurocrine Biosciences, Inc. (NasdaqGS:NBIX)"
14370,IQ320570,,ManpowerGroup Inc. (NYSE:MAN)
61591,IQ32052,,"NetApp, Inc. (NasdaqGS:NTAP)"
21542,IQ320500,,"AAON, Inc. (NasdaqGS:AAON)"
122902,IQ32039,,"NetScout Systems, Inc. (NasdaqGS:NTCT)"
24731,IQ320371,,Kimco Realty Corporation (NYSE:KIM)
25870,IQ320303,,Minerals Technologies Inc. (NYSE:MTX)
24620,IQ320269,,"Ryman Hospitality Properties, Inc. (NYSE:RHP)"
25880,IQ320186,,"Patterson Companies, Inc. (NasdaqGS:PDCO)"
26749,IQ320141334,,Herc Holdings Inc. (NYSE:HRI)
147579,IQ32012,,"Netflix, Inc. (NasdaqGS:NFLX)"
15172,IQ320105,,Fiat Chrysler Automobiles N.V.
24810,IQ320082,,"Enbridge Energy Partners, L.P."
26709,IQ320039344,,"Versum Materials, Inc."
136684,IQ3198815,,Brookfield Renewable Partners L.P. (TSX:BEP.UN)
174317,IQ3198786,,"Riverbed Technology, Inc."
21777,IQ319791,,"Merit Medical Systems, Inc. (NasdaqGS:MMSI)"
148394,IQ3197334,,Progressive Waste Solutions Ltd.
19661,IQ319676,,Toyota Motor Corporation (TSE:7203)
25737,IQ319496,,The Cheesecake Factory Incorporated (NasdaqGS:CAKE)
24617,IQ319404,,"Old Dominion Freight Line, Inc. (NasdaqGS:ODFL)"
24708,IQ319384,,"ATN International, Inc. (NasdaqGS:ATNI)"
24293,IQ319334,,Kaiser Aluminum Corporation (NasdaqGS:KALU)
23485,IQ319157,,Covanta Holding Corporation
35168,IQ319130234,,"Corteva, Inc. (NYSE:CTVA)"
144436,IQ31913,,Natus Medical Incorporated
32574,IQ319122,,"National Vision Holdings, Inc. (NasdaqGS:EYE)"
24782,IQ319092,,Perrigo Company plc (NYSE:PRGO)
17145,IQ319042,,"Washington Federal, Inc. (NasdaqGS:WAFD)"
63892,IQ31900,,NOV Inc. (NYSE:NOV)
24232,IQ318929,,Hancock Whitney Corporation (NasdaqGS:HWC)
24678,IQ318898,,Horace Mann Educators Corporation (NYSE:HMN)
24350,IQ318869,,"Monro, Inc. (NasdaqGS:MNRO)"
28499,IQ318807568,,"Yum China Holdings, Inc. (NYSE:YUMC)"
3231,IQ318670,,Comerica Incorporated (NYSE:CMA)
1598,IQ31860,,"AMETEK, Inc. (NYSE:AME)"
24171,IQ318523,,Designer Brands Inc. (NYSE:DBI)
26590,IQ318505463,,Fortive Corporation (NYSE:FTV)
25234,IQ318463,,"The Buckle, Inc. (NYSE:BKE)"
144567,IQ3182331,,Southern Connecticut Bancorp Inc.
61399,IQ31822,,"Myriad Genetics, Inc. (NasdaqGS:MYGN)"
144998,IQ3181355,,"XPO Logistics, Inc. (NYSE:XPO)"
4611,IQ318091,,"Macy's, Inc. (NYSE:M)"
25124,IQ318049,,Linde plc (NYSE:LIN)
25356,IQ317975,,"Evernorth Health, Inc."
185428,IQ3178442,,"Endocyte, Inc."
25645,IQ317807696,,"Albertsons Companies, Inc. (NYSE:ACI)"
25357,IQ317774,,"The Finish Line, Inc."
25167,IQ317668,,"Tailored Brands, Inc."
25279,IQ317627,,Boston Scientific Corporation (NYSE:BSX)
25180,IQ317519,,AGCO Corporation (NYSE:AGCO)
25110,IQ317440,,"ICU Medical, Inc. (NasdaqGS:ICUI)"
24750,IQ317301,,"WisdomTree Investments, Inc. (NasdaqGS:WETF)"
9882,IQ31726,,Southwest Airlines Co. (NYSE:LUV)
160373,IQ31721,,"Morningstar, Inc. (NasdaqGS:MORN)"
28118,IQ317037,,"Fossil Group, Inc. (NasdaqGS:FOSL)"
141278,IQ31702,,"MoSys, Inc."
13092,IQ316829,,Jack in the Box Inc. (NasdaqGS:JACK)
25119,IQ31670,,"Mohawk Industries, Inc. (NYSE:MHK)"
23500,IQ316405,,Cathay General Bancorp (NasdaqGS:CATY)
179841,IQ3160285,,"Codexis, Inc. (NasdaqGS:CDXS)"
27045,IQ315638543,,MGM Growth Properties LLC
11687,IQ315476,,"Zions Bancorporation, National Association (NasdaqGS:ZION)"
11584,IQ315394,,"Foot Locker, Inc. (NYSE:FL)"
11566,IQ315210,,"Wolverine World Wide, Inc. (NYSE:WWW)"
11555,IQ315149,,"Integrys Holding, Inc."
11550,IQ315117,,"WEC Energy Group, Inc. (NYSE:WEC)"
27965,IQ31500,,Microchip Technology Incorporated (NasdaqGS:MCHP)
184256,IQ31498,,"Ironwood Pharmaceuticals, Inc. (NasdaqGS:IRWD)"
26411,IQ314952659,,Noble Midstream Partners LP
23978,IQ314896,,United States Steel Corporation (NYSE:X)
7017,IQ314842,,Marathon Oil Corporation (NYSE:MRO)
11600,IQ314750,,"Worthington Industries, Inc. (NYSE:WOR)"
11580,IQ314690,,"Woodward, Inc. (NasdaqGS:WWD)"
65772,IQ31468,,Mettler-Toledo International Inc. (NYSE:MTD)
160256,IQ31463,,"MetroPCS Communications, Inc."
11465,IQ314515,,Whirlpool Corporation (NYSE:WHR)
11511,IQ314400,,"Williams-Sonoma, Inc. (NYSE:WSM)"
11446,IQ314312,,"WestRock MWV, LLC"
19600,IQ31424,,"CymaBay Therapeutics, Inc. (NasdaqGS:CBAY)"
11399,IQ314057,,Western Digital Corporation (NasdaqGS:WDC)
14253,IQ313855,,Westamerica Bancorporation (NasdaqGS:WABC)
7251,IQ31380,,Siemens EDA
11376,IQ313784,,"West Pharmaceutical Services, Inc. (NYSE:WST)"
7228,IQ31348,,Medtronic plc (NYSE:MDT)
11313,IQ313461,,"Watsco, Inc. (NYSE:WSO)"
21808,IQ3133890,,"Caesars Entertainment, Inc. (NasdaqGS:CZR)"
160211,IQ3132512,,"Domino's Pizza, Inc. (NYSE:DPZ)"
11296,IQ313220,,"WGL Holdings, Inc."
11315,IQ313134,,Wausau Paper Corp.
12445,IQ313108,,"Watts Water Technologies, Inc. (NYSE:WTS)"
11259,IQ313055,,Walmart Inc. (NYSE:WMT)
11554,IQ312949,,Alliant Energy Corporation (NasdaqGS:LNT)
19873,IQ312897,,"Washington Trust Bancorp, Inc. (NasdaqGS:WASH)"
11509,IQ312825,,WMS Industries Inc.
26381,IQ312795578,,"Match Group Holdings II, LLC"
11228,IQ312769,,Vulcan Materials Company (NYSE:VMC)
11220,IQ312648,,Vornado Realty Trust (NYSE:VNO)
14605,IQ312546,,WPP plc (LSE:WPP)
11234,IQ312452,,WD-40 Company (NasdaqGS:WDFC)
177264,IQ31232183,,Covidien plc
11178,IQ312085,,"Village Super Market, Inc. (NasdaqGS:VLGE.A)"
7116,IQ31197,,"Mattel, Inc. (NasdaqGS:MAT)"
11115,IQ311907,,"Varian Medical Systems, Inc."
11096,IQ311820,,The Valspar Corporation
17239,IQ311760,,"Kindred Healthcare, LLC"
15247,IQ311679,,Valero Energy Corporation (NYSE:VLO)
177881,IQ31167,,Masimo Corporation (NasdaqGS:MASI)
34067,IQ311626862,,NIO Inc. (NYSE:NIO)
137310,IQ31158,,"Marvell Technology, Inc. (NasdaqGS:MRVL)"
29733,IQ31153,,"Martin Marietta Materials, Inc. (NYSE:MLM)"
28930,IQ31148,,"Marriott International, Inc. (NasdaqGS:MAR)"
13580,IQ311316,,Universal Health Realty Income Trust (NYSE:UHT)
11012,IQ311239,,Sensient Technologies Corporation (NYSE:SXT)
65467,IQ3110137,,1st Constitution Bancorp
117141,IQ3109911,,Enterprise Financial Services Corp (NasdaqGS:EFSC)
277376,IQ31096500,,Velti Plc
186279,IQ31093033,,PhenixFIN Corporation (NasdaqGM:PFX)
13948,IQ3109180,,Consumers Energy Company
21503,IQ310864,,Kemper Corporation (NYSE:KMPR)
10894,IQ310667,,"UDR, Inc. (NYSE:UDR)"
174729,IQ31063165,,Travel + Leisure Co. (NYSE:TNL)
10916,IQ310364,,UMB Financial Corporation (NasdaqGS:UMBF)
105861,IQ3103638,,Wheaton Precious Metals Corp. (TSX:WPM)
2504,IQ310310,,Unisys Corporation (NYSE:UIS)
10867,IQ310078,,Union Pacific Corporation (NYSE:UNP)
137609,IQ31007,,Maxar Technologies Inc. (NYSE:MAXR)
17248,IQ310025,,"United Bankshares, Inc. (NasdaqGS:UBSI)"
10840,IQ309966,,UniFirst Corporation (NYSE:UNF)
