transaction_date,owner,ticker,type,senator,amount
2020-03-09,Spouse,DOW,Purchase,William Cassidy,1001
2020-03-10,Self,VWO,Sale (Partial),"Jerry Moran,",15001
2020-03-10,Joint,HAL,Purchase,"Jerry Moran,",1001
2020-03-10,Self,XOM,Purchase,"Jerry Moran,",1001
2020-03-10,Self,BRK-B,Purchase,"Jerry Moran,",1001
2020-02-20,Self,BAM,Sale (Partial),James M Inhofe,50001
2020-02-29,Joint,IR,Exchange,Jacklyn S Rosen,1001
2020-02-14,Joint,ORCL,Purchase,Kelly Loeffler,100001
2020-02-14,Joint,XOM,Sale (Full),Kelly Loeffler,250001
2020-02-14,Joint,CTXS,Purchase,Kelly Loeffler,100001
2020-02-12,Joint,FNKO,Sale (Full),Kelly Loeffler,50001
2020-02-12,Joint,EEFT,Sale (Full),Kelly Loeffler,100001
2020-02-11,Joint,ORLY,Sale (Full),Kelly Loeffler,15001
2020-02-11,Joint,FNKO,Sale (Partial),Kelly Loeffler,50001
2020-02-10,Joint,FNKO,Sale (Partial),Kelly Loeffler,15001
2020-02-10,Joint,AZO,Sale (Partial),Kelly Loeffler,15001
2020-02-10,Joint,ARNA,Sale (Partial),Kelly Loeffler,50001
2020-02-07,Joint,TCEHY,Sale (Full),Kelly Loeffler,15001
2020-02-07,Joint,ROKU,Sale (Full),Kelly Loeffler,100001
2020-02-07,Joint,FNKO,Sale (Partial),Kelly Loeffler,15001
2020-02-07,Joint,ARNA,Sale (Partial),Kelly Loeffler,50001
2020-02-06,Joint,TCEHY,Sale (Partial),Kelly Loeffler,15001
2020-02-06,Joint,KL,Sale (Full),Kelly Loeffler,50001
2020-02-06,Joint,CMCSA,Sale (Full),Kelly Loeffler,15001
2020-02-06,Joint,AZO,Sale (Partial),Kelly Loeffler,15001
2020-02-05,Joint,HON,Sale (Full),Kelly Loeffler,100001
2020-03-04,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2020-02-18,Spouse,WMT,Purchase,Pat Roberts,1001
2020-02-11,Spouse,NVDA,Purchase,Pat Roberts,15001
2020-02-11,Spouse,MSFT,Purchase,Pat Roberts,15001
2020-02-22,Spouse,HQL,Purchase,Thomas R Carper,1001
2020-02-22,Spouse,HQL,Purchase,Thomas R Carper,1001
2020-02-22,Spouse,BSTZ,Sale (Full),Thomas R Carper,1001
2020-02-22,Spouse,BSTZ,Sale (Full),Thomas R Carper,1001
2020-02-28,Joint,GM,Purchase,"David A Perdue , Jr",1001
2020-02-28,Joint,PFE,Purchase,"David A Perdue , Jr",15001
2020-02-28,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-28,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-28,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2020-02-28,Joint,PFE,Purchase,"David A Perdue , Jr",15001
2020-02-28,Joint,PFE,Purchase,"David A Perdue , Jr",1001
2020-02-28,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-28,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-27,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-27,Joint,PFE,Purchase,"David A Perdue , Jr",15001
2020-02-27,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-27,Joint,DAL,Purchase,"David A Perdue , Jr",1001
2020-02-27,Joint,PFE,Purchase,"David A Perdue , Jr",1001
2020-02-27,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-27,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-27,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-27,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-26,Joint,PFE,Purchase,"David A Perdue , Jr",1001
2020-02-26,Joint,PFE,Purchase,"David A Perdue , Jr",15001
2020-02-26,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-26,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2020-02-26,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-26,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-26,Joint,PFE,Purchase,"David A Perdue , Jr",1001
2020-02-26,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-02-26,Joint,T,Sale (Full),"David A Perdue , Jr",15001
2020-02-26,Joint,VIAC,Purchase,"David A Perdue , Jr",1001
2020-02-26,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-26,Joint,DIS,Purchase,"David A Perdue , Jr",15001
2020-02-25,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-25,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2020-02-25,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2020-02-25,Joint,DAL,Purchase,"David A Perdue , Jr",1001
2020-02-25,Joint,T,Sale (Partial),"David A Perdue , Jr",15001
2020-02-25,Joint,VIAC,Purchase,"David A Perdue , Jr",1001
2020-02-25,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2020-02-25,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-25,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-25,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-25,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-25,Joint,VIAC,Purchase,"David A Perdue , Jr",1001
2020-02-24,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-24,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-24,Joint,VIAC,Purchase,"David A Perdue , Jr",1001
2020-02-24,Joint,TRP,Purchase,"David A Perdue , Jr",1001
2020-02-24,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-24,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2020-02-24,Joint,DAL,Purchase,"David A Perdue , Jr",15001
2020-02-24,Joint,T,Sale (Partial),"David A Perdue , Jr",15001
2020-02-24,Joint,TRP,Purchase,"David A Perdue , Jr",1001
2020-02-07,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2020-02-07,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2020-02-10,Joint,WMB,Sale (Partial),"David A Perdue , Jr",1001
2020-02-10,Joint,TRGP,Sale (Partial),"David A Perdue , Jr",1001
2020-02-10,Joint,TRGP,Sale (Partial),"David A Perdue , Jr",1001
2020-02-10,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2020-02-10,Joint,ET,Sale (Partial),"David A Perdue , Jr",1001
2020-02-10,Joint,ET,Sale (Partial),"David A Perdue , Jr",1001
2020-02-11,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",1001
2020-02-13,Joint,ET,Sale (Partial),"David A Perdue , Jr",1001
2020-02-13,Joint,ET,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,WMB,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,WMB,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,TRGP,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,MPLX,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,ENB,Purchase,"David A Perdue , Jr",1001
2020-02-19,Joint,DCP,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,DCP,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,LNG,Sale (Partial),"David A Perdue , Jr",1001
2020-02-19,Joint,ALB,Sale (Partial),"David A Perdue , Jr",1001
2020-02-20,Joint,WES,Sale (Partial),"David A Perdue , Jr",1001
2020-02-20,Joint,WES,Sale (Partial),"David A Perdue , Jr",1001
2020-02-20,Joint,SHLX,Sale (Partial),"David A Perdue , Jr",1001
2020-02-20,Joint,OKE,Sale (Partial),"David A Perdue , Jr",1001
2020-02-20,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2020-02-21,Joint,PSXP,Purchase,"David A Perdue , Jr",15001
2020-02-21,Joint,PSXP,Purchase,"David A Perdue , Jr",1001
2020-02-21,Joint,PSXP,Purchase,"David A Perdue , Jr",1001
2020-02-21,Joint,VIAC,Purchase,"David A Perdue , Jr",1001
2020-02-21,Joint,T,Sale (Partial),"David A Perdue , Jr",15001
2020-01-29,Self,BMEZ,Purchase,John Hoeven,100001
2020-01-27,Self,PYPL,Sale (Full),James M Inhofe,15001
2020-01-27,Self,INTU,Sale (Full),James M Inhofe,50001
2020-01-27,Self,DHR,Sale (Full),James M Inhofe,50001
2020-01-27,Self,BAM,Sale (Partial),James M Inhofe,50001
2020-01-27,Self,AAPL,Sale (Partial),James M Inhofe,15001
2020-01-31,Spouse,TJX,Sale (Partial),Kelly Loeffler,15001
2020-01-31,Spouse,ROST,Sale (Partial),Kelly Loeffler,15001
2020-01-31,Spouse,AZO,Sale (Partial),Kelly Loeffler,15001
2020-01-30,Spouse,AZO,Sale (Partial),Kelly Loeffler,15001
2020-01-29,Spouse,ROST,Sale (Partial),Kelly Loeffler,15001
2020-01-29,Spouse,KEYS,Sale (Full),Kelly Loeffler,100001
2020-01-29,Spouse,CMCSA,Sale (Partial),Kelly Loeffler,15001
2020-01-28,Spouse,REZI,Sale (Partial),Kelly Loeffler,15001
2020-01-27,Spouse,REZI,Sale (Partial),Kelly Loeffler,100001
2020-01-21,Spouse,DFS,Purchase,Kelly Loeffler,250001
2020-01-24,Spouse,REZI,Sale (Partial),Kelly Loeffler,50001
2020-01-13,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2020-01-13,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2020-01-30,Joint,BAC,Sale (Partial),"David A Perdue , Jr",15001
2020-01-30,Joint,BAC,Sale (Partial),"David A Perdue , Jr",1001
2020-01-29,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2020-01-29,Joint,AXTA,Sale (Partial),"David A Perdue , Jr",15001
2020-01-28,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",1001
2020-01-27,Joint,WPX,Purchase,"David A Perdue , Jr",1001
2020-01-27,Joint,GPK,Sale (Partial),"David A Perdue , Jr",1001
2020-01-24,Joint,BAC,Sale (Partial),"David A Perdue , Jr",1001
2020-01-24,Joint,WPX,Purchase,"David A Perdue , Jr",1001
2020-01-24,Joint,DD,Purchase,"David A Perdue , Jr",1001
2020-01-24,Joint,DD,Purchase,"David A Perdue , Jr",15001
2020-01-23,Joint,CDLX,Sale (Partial),"David A Perdue , Jr",1000001
2020-01-22,Joint,GPK,Sale (Partial),"David A Perdue , Jr",1001
2020-01-21,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2020-01-14,Joint,GPK,Sale (Partial),"David A Perdue , Jr",1001
2020-01-14,Joint,ENTG,Sale (Full),"David A Perdue , Jr",1001
2020-01-13,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2020-01-10,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",1001
2020-01-10,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2020-01-10,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2020-01-07,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2020-01-06,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2020-01-21,Spouse,MA,Purchase,Pat Roberts,15001
2020-01-13,Spouse,KSS,Sale (Full),Pat Roberts,1001
2020-01-13,Spouse,NFLX,Purchase,Pat Roberts,15001
2020-01-10,Spouse,AMZN,Purchase,Pat Roberts,15001
2020-01-10,Spouse,NFLX,Purchase,Pat Roberts,15001
2020-01-06,Spouse,MA,Sale (Full),Pat Roberts,50001
2020-01-06,Spouse,NVDA,Sale (Full),Pat Roberts,15001
2020-01-06,Spouse,AMZN,Sale (Full),Pat Roberts,15001
2020-01-13,Spouse,ETY,Sale (Partial),Pat Roberts,15001
2020-01-14,Spouse,BABA,Purchase,Pat Roberts,15001
2020-01-06,Spouse,NFLX,Sale (Full),Pat Roberts,15001
2019-12-09,Self,TFC,Exchange,Shelley M Capito,100001
2020-01-13,Self,PG,Sale (Full),James M Inhofe,100001
2020-01-13,Self,BFAM,Sale (Full),James M Inhofe,50001
2019-12-09,Joint,VIAC,Exchange,"David A Perdue , Jr",100001
2019-12-16,Spouse,CMCSA,Purchase,Shelley M Capito,1001
2019-12-11,Spouse,C,Sale (Partial),Shelley M Capito,1001
2020-01-03,Joint,RF,Purchase,"David A Perdue , Jr",15001
2020-01-02,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2020-01-02,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-12-31,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-12-31,Joint,BAH,Purchase,"David A Perdue , Jr",15001
2019-12-31,Joint,DOW,Sale (Partial),"David A Perdue , Jr",1001
2019-12-31,Joint,KMI,Purchase,"David A Perdue , Jr",1001
2019-12-30,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-23,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-19,Joint,ACA,Sale (Partial),"David A Perdue , Jr",1001
2019-12-19,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-19,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-18,Joint,FDX,Purchase,"David A Perdue , Jr",15001
2019-12-17,Joint,PAA,Purchase,"David A Perdue , Jr",1001
2019-12-16,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-16,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-12-16,Joint,LNG,Purchase,"David A Perdue , Jr",1001
2019-12-13,Joint,SUN,Sale (Partial),"David A Perdue , Jr",1001
2019-12-13,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-12,Joint,IP,Sale (Full),"David A Perdue , Jr",15001
2019-12-11,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-10,Joint,PAA,Purchase,"David A Perdue , Jr",1001
2019-12-10,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-09,Joint,TRGP,Purchase,"David A Perdue , Jr",1001
2019-12-09,Joint,TRGP,Purchase,"David A Perdue , Jr",1001
2019-12-06,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-05,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-12-03,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-03,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-12-31,Self,BIV,Purchase,John Hoeven,100001
2019-12-31,Self,VFIJX,Purchase,John Hoeven,50001
2019-12-31,Self,SLB,Purchase,John Hoeven,50001
2019-12-31,Self,MPC,Purchase,John Hoeven,50001
2019-12-23,Self,TGBAX,Sale (Full),John Hoeven,100001
2019-12-23,Self,REZI,Sale (Full),John Hoeven,1001
2019-12-23,Self,KHC,Sale (Full),John Hoeven,100001
2019-12-23,Self,GTX,Sale (Full),John Hoeven,1001
2019-12-10,Self,PPL,Purchase,Patrick J Toomey,15001
2019-12-17,Spouse,UAA,Sale (Full),Thomas R Carper,1001
2019-12-17,Spouse,UAA,Sale (Full),Thomas R Carper,1001
2019-12-17,Spouse,BP,Sale (Full),Thomas R Carper,1001
2019-12-19,Joint,IBM,Sale (Full),Sheldon Whitehouse,1001
2019-12-06,Self,TFC,Exchange,Gary C Peters,15001
2018-10-11,Self,MTUM,Purchase,John N Kennedy,1001
2019-11-19,Self,PRU,Purchase,John Hoeven,100001
2019-11-19,Self,BSTZ,Purchase,John Hoeven,100001
2019-12-04,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2019-11-05,Self,GE,Sale (Partial),Patrick J Toomey,1001
2019-11-06,Self,ET,Sale (Full),Patrick J Toomey,1001
2019-11-19,Child,NDAQ,Purchase,Patrick J Toomey,1001
2019-11-19,Child,NDAQ,Sale (Full),Patrick J Toomey,1001
2019-11-29,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-11-26,Joint,URBN,Purchase,"David A Perdue , Jr",1001
2019-11-26,Joint,URBN,Purchase,"David A Perdue , Jr",15001
2019-11-21,Joint,AM,Sale (Partial),"David A Perdue , Jr",1001
2019-11-20,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2019-11-20,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-11-19,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-11-19,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2019-11-14,Joint,SPY,Sale (Partial),"David A Perdue , Jr",15001
2019-11-14,Joint,CTSH,Purchase,"David A Perdue , Jr",15001
2019-11-14,Joint,GPK,Sale (Partial),"David A Perdue , Jr",1001
2019-11-14,Joint,XOM,Purchase,"David A Perdue , Jr",15001
2019-11-12,Joint,TCP,Purchase,"David A Perdue , Jr",1001
2019-11-12,Joint,CBS,Purchase,"David A Perdue , Jr",1001
2019-11-12,Joint,LGF-B,Purchase,"David A Perdue , Jr",15001
2019-11-11,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2019-11-11,Joint,FDX,Purchase,"David A Perdue , Jr",100001
2019-11-11,Joint,CBS,Purchase,"David A Perdue , Jr",15001
2019-11-11,Joint,SPY,Sale (Partial),"David A Perdue , Jr",100001
2019-11-11,Joint,DVN,Purchase,"David A Perdue , Jr",15001
2019-11-11,Joint,CBS,Purchase,"David A Perdue , Jr",100001
2019-11-11,Joint,RF,Purchase,"David A Perdue , Jr",100001
2019-11-11,Joint,LGF-B,Purchase,"David A Perdue , Jr",50001
2019-11-11,Joint,CBS,Purchase,"David A Perdue , Jr",1001
2019-11-11,Joint,SPY,Sale (Partial),"David A Perdue , Jr",500001
2019-11-11,Joint,FDX,Purchase,"David A Perdue , Jr",15001
2019-11-11,Joint,DVN,Purchase,"David A Perdue , Jr",50001
2019-11-11,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2019-11-11,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2019-11-08,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-11-08,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-11-08,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2019-11-08,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2019-11-07,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2019-11-07,Joint,ACA,Sale (Partial),"David A Perdue , Jr",1001
2019-11-06,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2019-11-04,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2019-11-04,Spouse,MCD,Purchase,Thomas R Carper,1001
2019-11-04,Spouse,RTN,Purchase,Thomas R Carper,1001
2019-11-04,Spouse,MO,Sale (Full),Thomas R Carper,1001
2019-11-04,Spouse,TSM,Purchase,Thomas R Carper,1001
2019-11-04,Spouse,DRI,Purchase,Thomas R Carper,1001
2019-11-27,Joint,PAGP,Sale (Full),Rafael E Cruz,1001
2019-11-12,Spouse,MA,Purchase,Pat Roberts,15001
2019-11-04,Spouse,NOC,Purchase,Pat Roberts,15001
2019-11-04,Spouse,NOC,Purchase,Pat Roberts,15001
2019-11-04,Spouse,DIS,Purchase,Pat Roberts,1001
2019-11-05,Self,IVZ,Purchase,John Hoeven,50001
2019-11-05,Self,XOM,Purchase,John Hoeven,50001
2019-11-04,Self,TWO,Purchase,John Hoeven,50001
2019-11-04,Self,XOM,Purchase,John Hoeven,50001
2019-11-04,Self,EXC,Purchase,John Hoeven,50001
2019-11-04,Self,CVX,Purchase,John Hoeven,50001
2019-10-15,Spouse,MSFT,Sale (Partial),Shelley M Capito,1001
2019-10-08,Joint,RPM,Sale (Partial),Daniel S Sullivan,15001
2019-10-29,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-10-23,Joint,NFLX,Sale (Full),"David A Perdue , Jr",15001
2019-10-28,Joint,PEP,Sale (Partial),"David A Perdue , Jr",1001
2019-10-28,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",15001
2019-10-28,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",1001
2019-10-28,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-10-29,Joint,DIS,Sale (Partial),"David A Perdue , Jr",1001
2019-10-30,Joint,TCP,Purchase,"David A Perdue , Jr",1001
2019-10-31,Joint,ALB,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,EAF,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,MSFT,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,COP,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,STT,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,PG,Sale (Partial),"David A Perdue , Jr",15001
2019-09-30,Joint,DIS,Sale (Partial),"David A Perdue , Jr",15001
2019-09-30,Joint,USB,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,KO,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,MSM,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,PEP,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,XOM,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,NWSA,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,SYK,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,BOIVF,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,ORCL,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,FOX,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,BK,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,BKNG,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,ANTM,Purchase,"David A Perdue , Jr",1001
2019-09-30,Joint,SYY,Sale (Partial),"David A Perdue , Jr",1001
2019-09-30,Joint,UHAL,Sale (Partial),"David A Perdue , Jr",1001
2019-10-01,Joint,CBS,Purchase,"David A Perdue , Jr",1001
2019-10-01,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-10-01,Joint,CBS,Purchase,"David A Perdue , Jr",1001
2019-10-02,Joint,IP,Purchase,"David A Perdue , Jr",1001
2019-10-10,Joint,PBA,Sale (Partial),"David A Perdue , Jr",1001
2019-10-11,Joint,SPY,Purchase,"David A Perdue , Jr",15001
2019-10-11,Joint,CTSH,Sale (Full),"David A Perdue , Jr",15001
2019-10-11,Joint,XOM,Sale (Full),"David A Perdue , Jr",15001
2019-10-11,Joint,RF,Sale (Partial),"David A Perdue , Jr",100001
2019-10-11,Joint,MOS,Sale (Full),"David A Perdue , Jr",15001
2019-10-11,Joint,DVN,Sale (Full),"David A Perdue , Jr",100001
2019-10-11,Joint,CBS,Sale (Full),"David A Perdue , Jr",100001
2019-10-11,Joint,SPY,Purchase,"David A Perdue , Jr",500001
2019-10-11,Joint,LGF-B,Sale (Full),"David A Perdue , Jr",50001
2019-10-11,Joint,FDX,Sale (Full),"David A Perdue , Jr",100001
2019-10-15,Joint,NWSA,Purchase,"David A Perdue , Jr",1001
2019-10-16,Joint,NWSA,Purchase,"David A Perdue , Jr",1001
2019-10-17,Joint,TRGP,Sale (Partial),"David A Perdue , Jr",1001
2019-10-18,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-10-23,Joint,DOW,Sale (Partial),"David A Perdue , Jr",15001
2019-10-23,Joint,RF,Sale (Full),"David A Perdue , Jr",15001
2019-10-23,Joint,PAA,Purchase,"David A Perdue , Jr",1001
2019-10-25,Joint,ALB,Purchase,"David A Perdue , Jr",15001
2019-10-23,Spouse,MSFT,Purchase,Pat Roberts,1001
2019-10-17,Spouse,KTB,Sale (Full),Pat Roberts,1001
2019-10-01,Spouse,KTB,Purchase,Pat Roberts,1001
2019-10-01,Spouse,AMZN,Sale (Full),Pat Roberts,1001
2019-10-31,Spouse,MA,Purchase,Pat Roberts,15001
2019-10-15,Spouse,AAPL,Sale (Full),Pat Roberts,15001
2019-10-01,Spouse,NVDA,Purchase,Pat Roberts,1001
2019-10-31,Spouse,NFLX,Purchase,Pat Roberts,1001
2019-10-01,Spouse,NFLX,Purchase,Pat Roberts,1001
2019-10-03,Spouse,AAPL,Purchase,Pat Roberts,15001
2019-10-01,Spouse,CELG,Sale (Full),Pat Roberts,1001
2019-10-21,Self,IBM,Purchase,John Hoeven,50001
2019-09-25,Spouse,WFC,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Spouse,DIS,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Spouse,3V64.TI,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,VZ,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Spouse,TXN,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,JNK,Sale (Full),"Jerry Moran,",15001
2019-09-25,Spouse,OXY,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,MPC,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,JNJ,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,INTC,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,GILD,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,GIS,Sale (Full),"Jerry Moran,",1001
2019-09-25,Spouse,0QZI.IL,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,XOM,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Spouse,COST,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Spouse,KO,Purchase,"Jerry Moran,",1001
2019-09-25,Spouse,AAPL,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,WFC,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,DIS,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,3V64.TI,Purchase,"Jerry Moran,",1001
2019-09-25,Self,VZ,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,USB,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,TXN,Purchase,"Jerry Moran,",1001
2019-09-25,Self,JNK,Sale (Partial),"Jerry Moran,",15001
2019-09-25,Self,OXY,Purchase,"Jerry Moran,",1001
2019-09-25,Self,MSFT,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,MPC,Purchase,"Jerry Moran,",1001
2019-09-25,Self,JNJ,Purchase,"Jerry Moran,",1001
2019-09-25,Self,INTC,Purchase,"Jerry Moran,",1001
2019-09-25,Self,GILD,Purchase,"Jerry Moran,",1001
2019-09-25,Self,GIS,Sale (Full),"Jerry Moran,",1001
2019-09-25,Self,0QZI.IL,Purchase,"Jerry Moran,",1001
2019-09-25,Self,XOM,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,CVS,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,COST,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,KO,Purchase,"Jerry Moran,",1001
2019-09-25,Self,BRK-B,Purchase,"Jerry Moran,",1001
2019-09-25,Self,BAC,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,AAPL,Sale (Partial),"Jerry Moran,",1001
2019-09-25,Self,AMZN,Purchase,"Jerry Moran,",1001
2019-09-30,Self,UNH,Sale (Full),James M Inhofe,15001
2019-09-30,Self,XBI,Sale (Full),James M Inhofe,15001
2019-08-27,Joint,TSLA,Sale (Full),Sheldon Whitehouse,1001
2019-08-27,Self,CVS,Purchase,Sheldon Whitehouse,1001
2019-08-27,Self,T,Purchase,Sheldon Whitehouse,1001
2019-08-27,Self,TSLA,Sale (Full),Sheldon Whitehouse,15001
2019-09-26,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-09-04,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-09-05,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-09-11,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
