GVKEY,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,cusip
020116,LC,14579,54812,20140415,E,70432V102
020126,LC,14759,54929,20140725,E,00790R104
020130,LC,14687,54880,20140613,E,G0751N103
020143,LC,14818,54964,20140723,E,14167R100
020168,LC,14703,54894,20140613,20160930,58605Q109
020179,LC,14643,54853,20140507,E,Y2687W108
020185,LU,77300,11324,19920131,E,810186106
020204,LU,76215,10467,19900122,20210831,451055305
020214,LC,88818,41005,20001117,E,292766102
020228,LC,14763,54931,20140731,E,148806102
020229,LC,14641,54851,20140515,E,98936J101
020232,LC,14939,55033,20141103,E,49338L103
020235,LC,14632,54844,20140602,E,67011P100
020298,LC,14634,54846,20140523,20210129,701877102
020338,LC,78763,29637,19920616,E,74167P108
020344,LC,14638,54850,20140529,20211029,93964W405
020420,LC,14786,54944,20140725,E,L72967109
020423,LC,13267,53998,20120208,20200731,127686103
020430,LC,66325,6412,20140530,E,78442P106
020515,LC,14704,54895,20140619,20160712,G58249106
020530,LC,14888,55003,20140919,E,01609W102
020539,LC,14633,54845,20140509,E,69318Q104
020548,LU,76082,26024,19900208,E,127097103
020550,LC,14644,54854,20140509,20200131,01374T102
020570,LC,81527,30875,19950417,20210802,552697104
020643,LC,14695,54890,20140620,20171031,49803L109
020644,LC,14694,54888,20140626,E,38268T103
020653,LC,82196,13960,19950825,20200729,24790A101
020655,LC,14734,54918,20140627,E,65341B106
020659,LC,14688,54881,20140625,E,03209R103
020670,LU,81734,13771,19950612,E,697900108
020683,LC,90271,43027,20060727,20200131,70706P104
020683,LC,90271,43027,20060701,20060726,70706P104
020683,LC,90271,43027,20040728,20060630,70706P104
020684,LC,91305,50844,20060622,E,674482203
020686,LC,14776,54936,20140731,E,87165B103
020693,LC,14686,54879,20140701,20170110,66705Y104
020695,LC,90999,31116,20051116,E,74022D407
020696,LC,14177,54569,20130909,E,575385109
020740,LC,14830,54973,20140729,E,92556D106
020748,LC,14714,54907,20140606,E,040413106
020779,LC,76076,10486,19900216,E,17275R102
020791,LC,62156,20378,19900330,E,09257W100
020823,LC,14803,54955,20140731,E,42226A107
020904,LC,76095,10504,19900301,E,436440101
020935,LC,14782,54940,20140718,E,898202106
020943,LC,14828,54971,20140718,E,78667J108
020944,LC,14980,55057,20141029,E,822634101
020949,LC,14856,54986,20140801,20180503,N51488117
021006,LC,14836,54980,20140724,E,46071F103
021047,LC,14954,55043,20141010,20200228,25456K101
021145,LC,14874,54996,20140813,E,68906L105
021227,LC,14988,55037,20150701,E,530307305
021227,LC,14988,55037,20141105,20150630,530307305
021227,LC,14944,55037,20150701,E,530307305
021227,LC,14944,55037,20141105,20150630,530307305
021237,LU,76127,10544,19900403,E,88162F105
021352,LC,14941,55034,20141103,E,05350V106
021433,LC,14984,55061,20141017,20200331,98919V105
021440,LU,78981,28858,19930305,E,515098101
021487,LC,76138,10567,19900424,20170428,073302101
021503,LU,76136,10563,19900423,E,488401100
021515,LC,15482,55337,20150618,E,91336L107
021540,LC,14983,55060,20141002,E,94419L101
021542,LU,76868,10817,19910103,E,000360206
021604,LC,15048,55097,20141119,E,69924R108
021626,LC,14982,55059,20141001,20201008,92854Q106
021628,LC,14981,55058,20141009,E,903318103
021630,LC,15052,55098,20141118,E,862121100
021652,LC,14898,55008,20140925,20200930,12654A101
021739,LC,15079,55119,20141113,20210730,69354M108
021761,LC,14926,55023,20141001,E,12508E101
021777,LU,76392,10512,19900510,E,589889104
021801,LC,15023,55086,20141002,20171130,91843L103
021808,LC,14882,55000,20140919,E,12769G100
021816,LC,14918,55018,20140925,20190531,G9019D104
021825,LC,14889,55006,20140924,E,174610105
021828,LC,76671,28876,19910517,20150821,035623107
021833,LC,16665,55910,20170405,20191216,428103105
021847,LC,14970,55051,20141009,E,443573100
021867,LC,16332,55707,20160929,20190531,58409L306
021895,LC,15192,55179,20150206,20170228,198281107
021898,LC,14953,55042,20141030,E,099406100
021916,LC,15046,55095,20141106,E,64157F103
021918,LC,14956,55044,20141015,20190131,257454108
021998,LC,15075,55117,20141120,20180117,64066G101
022000,LC,15119,55141,20141212,E,98139A105
022039,LC,15071,55113,20141107,E,87166B102
022040,LC,15087,55124,20141106,E,91544A109
022053,LC,88871,41163,20010118,20211208,21075N204
022114,LC,17269,56236,20180125,E,640442208
022124,LC,15140,55115,20141114,20211231,51508J108
022129,LC,15221,55196,20150218,20180104,45780V102
022134,LC,15053,55099,20141112,E,G0750C108
022155,LC,16664,55909,20170427,E,339750101
022159,LC,15116,55138,20141217,20180731,762819100
022260,LC,12622,53696,20110310,E,40412C101
022325,LU,76201,10634,19900612,E,983919101
022387,LC,18221,56575,20181102,20210430,88688T100
022387,LC,17977,56465,20210501,E,88688T100
022449,LC,18151,56545,20181023,E,05156X884
022459,LC,15142,55155,20150116,E,91704F104
022460,LC,17316,56268,20180227,E,22717L101
022604,LC,15171,55166,20150128,E,04351P101
022629,LC,15159,55160,20150130,20190531,45685L100
022632,LC,89369,43014,20020415,E,516012101
022653,LC,15168,55163,20150210,E,928377100
022667,LC,15176,55168,20150129,20180228,29363K105
022672,LC,15167,55162,20150130,E,819047101
022674,LC,15194,55181,20150206,E,27616P103
022708,LC,15220,55195,20150212,20211130,45781D101
022729,LC,81651,13747,19950526,20130320,97424Q106
022741,LC,15398,55290,20150701,E,163851108
022815,LU,76230,10691,19900720,E,896239100
022983,LC,15216,55188,20150204,E,984017103
023027,LU,76261,10724,19900817,E,30214U102
023071,LC,15315,55241,20150401,E,380237107
023072,LC,15349,55255,20150512,20190131,26885J103
023077,LC,15279,55220,20150427,E,91325V108
023083,LC,15400,55292,20150701,E,29272W109
023106,LC,15978,55538,20160331,E,92672L107
023107,LC,89100,41974,20010815,20140531,33761G104
023111,LU,77256,11277,19920102,20180331,56062Y102
023119,LC,15272,55214,20150326,E,83417M104
023150,LC,15259,55206,20150327,20201130,476405105
023220,LC,76477,26112,19901024,20180607,68557N103
023224,LU,76478,26113,19901022,E,296315104
023243,LC,15295,55231,20150402,E,M6372Q113
023249,LC,15490,55343,20150804,E,55024U109
023256,LC,15359,55260,20150507,20200430,874696107
023287,LC,15415,55301,20150619,20180629,282539105
023335,LC,15282,55222,20150415,20201005,00739L200
023485,LU,76515,28924,19901206,20211130,22282E102
023500,LU,76504,10805,19901214,E,149150104
023587,LC,91902,29231,20070320,E,420877201
023650,LC,15358,55259,20150521,E,82509L107
023671,LC,87128,30453,19950425,E,654902204
023753,LU,76582,10855,19910312,E,258278100
023767,LC,76584,10860,19910319,20160404,049513104
023793,LU,76602,29005,19910327,E,69360J107
023809,LU,76605,29009,19910402,E,053332102
023810,LC,76613,10877,19910402,E,462044207
023812,LU,76614,10876,19910402,E,75886F107
023818,LC,15452,55326,20150605,E,30050B101
023827,LC,15404,55294,20150702,20160630,198280109
023843,LC,15440,55321,20150612,E,974155103
023856,LC,15390,55284,20150618,20210129,33812L102
023877,LC,76619,10891,19910417,E,222862104
023977,LC,15338,55250,20150518,E,03784Y200
023978,LU,76644,29028,19910507,E,912909108
023996,LC,15455,55328,20150602,E,379378201
024021,LU,76837,2075,19910510,E,405024100
024040,LU,76661,10937,19910517,E,462222100
024076,LC,15535,55366,20150716,E,681116109
024113,LC,76695,10968,19910607,20170717,69840W108
024135,LC,15409,55297,20150626,E,011642105
024157,LC,76856,10905,19910610,E,33768G107
024171,LC,90751,46874,20110526,E,250565108
024197,LU,76709,10989,19910621,E,45168D104
024216,LC,76712,10996,19910626,E,00130H105
024232,LU,76684,10954,19910604,E,410120109
024249,LC,15585,55379,20150701,E,87918A105
024291,LU,76732,11018,19910731,E,254423106
024291,LU,76732,11018,19910712,19910730,254423106
024293,LC,91403,23285,20060707,E,483007704
024316,LC,88031,7902,19901108,E,61174X109
024318,LC,86314,34859,19980818,20180928,G98294104
024344,LU,76744,11042,19910724,E,92532F100
024350,LU,76750,11052,19910730,E,610236101
024352,LU,76752,11050,19910730,E,743312100
024370,LU,83188,29634,19960314,E,13321L108
024376,LC,76908,11064,19910806,20030511,78699V939
024396,LC,76788,11083,19910813,E,88870R102
024405,LU,76795,11092,19910815,E,989207105
024437,LC,15494,55346,20150722,20180430,09531U102
024440,LU,76838,11103,19910904,E,74267C106
024447,LU,76892,11106,19910905,E,05561Q201
024463,LU,76839,11111,19910916,E,635017106
024466,LU,81564,13657,19950407,20200731,450828108
024468,LC,76841,11112,19910917,E,09062X103
024481,LC,15649,55402,20151001,E,55825T103
024483,LC,76847,11123,19910924,20171108,09776J101
024501,LC,15541,55370,20150717,E,753422104
024533,LU,77057,29106,19911009,E,63633D104
024539,LC,89213,42398,20011121,20170911,918194101
024616,LC,15488,55341,20150720,E,70450Y103
024617,LU,77037,11161,19911024,E,679580100
024620,LC,85426,32110,19971008,E,78377T107
024625,LU,77078,29122,19911025,E,89151E109
024638,LC,15478,55335,20150625,E,89400J107
024660,LC,77202,11186,19911107,E,47089W104
024678,LU,77120,29347,19911115,E,440327104
024708,LU,77090,11204,19911114,E,00215F107
024724,LC,15403,45301,20150702,20171229,G9001E128
024731,LC,77129,29335,19911122,E,49446R109
024750,LC,77217,11235,20110726,E,97717P104
024750,LC,77217,11235,19911204,20010522,97717P104
024782,LU,77182,11257,19911217,E,G97822103
024783,LU,77191,4589,19911217,E,88162G103
024800,LU,77178,11253,19911213,E,747525103
024806,LU,77149,29359,19911220,20141128,092475102
024810,LC,86106,29374,19920102,20181231,29250R106
024825,LU,77239,11276,19911231,E,22002T108
024853,LU,77271,11291,19920121,20170831,84760C107
024856,LU,77274,11300,19920122,E,375558103
024861,LC,15627,55386,20150806,E,72703H101
024878,LC,77292,11316,19920129,20201231,69329Y104
024888,LU,77279,11309,19920123,20180731,002567105
024893,LC,77281,11310,19920123,20170825,966837106
024905,LC,15643,55396,20150805,E,86771W105
024925,LU,77338,11344,19920213,E,776696106
024975,LU,77357,11361,19920226,E,871607107
024990,LC,15599,55383,20150805,20180131,03211L102
024996,LC,77393,11383,20091030,E,53566P109
024996,LC,77393,11383,19920305,20050714,53566P109
025034,LC,77460,29462,19920309,E,78518H202
025056,LC,77418,11412,19920319,20180615,887317303
025110,LU,77447,11440,19920331,E,44930G107
025119,LU,77496,11446,19920401,E,608190104
025124,LC,77768,29540,19920706,20181030,G5494J103
025124,LC,18143,56540,20181031,E,G5494J103
025157,LC,15703,55419,20151015,20190731,32008D106
025167,LC,77516,11470,19920415,20201202,87403A107
025173,LU,77526,11479,19920421,E,75970E107
025180,LU,77520,11473,19920416,E,001084102
025211,LU,77573,29492,19920501,E,87911K100
025219,LC,15623,55384,20150813,E,441593100
025234,LU,77584,11506,19920508,E,118440106
025274,LC,77610,11522,19920514,E,91347P105
025279,LU,77605,29489,19920519,E,101137107
025283,LU,77606,29494,19920519,E,500255104
025313,LC,77649,11547,19920601,E,G8473T100
025318,LC,77629,11542,19920528,E,90337L108
025338,LU,77659,11558,19920605,E,075896100
025340,LU,77661,11559,19920605,E,23331A109
025349,LC,15638,55393,20150812,E,37890U108
025356,LC,77668,11569,19920609,20181231,30219G108
025357,LU,77669,11565,19920609,20180629,317923100
025389,LC,89810,44272,20030811,E,388689101
025405,LC,84776,31975,19970516,20180605,369300108
025430,LC,77699,11591,19920625,E,35952H601
025434,LU,77702,11592,19920626,E,855244109
025509,LC,77763,11606,20191226,20210204,868157306
025509,LC,77763,11606,19920707,20190926,868157306
025536,LC,91815,11617,20070206,E,153527205
025536,LC,77780,11617,20070206,E,153527205
025536,LC,77780,11617,20070201,20070205,153527205
025536,LC,77780,11617,19930715,20070131,153527205
025600,LC,15598,55382,20150818,20170816,141624106
025627,LU,77823,29526,19920730,20141128,494550106
025633,LC,77857,29554,19920807,E,681936100
025645,LC,19413,57098,20200626,E,013091103
025665,LU,77878,29553,19920818,E,502175102
025737,LU,77902,11706,19920918,E,163072101
025745,LC,79267,12183,20091217,20131031,22662K207
025745,LC,79267,12183,19930608,19990407,22662K207
025747,LU,77918,11709,19920922,E,537008104
025749,LU,77917,11713,19920922,E,00191U102
025751,LU,77920,29577,19920924,E,P16994132
025756,LC,15729,55429,20151007,E,74624M102
025772,LC,15782,55406,20151016,20171129,G28195124
025774,LU,77971,11729,19921002,20190731,286082102
025870,LU,78015,29610,19921023,E,603158106
025877,LU,78033,11780,19921028,20151030,404132102
025880,LU,78034,11778,19921028,E,703395103
025893,LC,16082,55580,20160531,E,82982L103
025906,LC,78051,11786,19921103,20140814,74835Y101
025922,LU,78077,29710,19921109,E,48282T104
025937,LC,78081,11806,19941125,E,53220K504
025937,LC,78081,11806,19941101,19941124,53220K504
025937,LC,78081,11806,19921118,19941031,53220K504
025964,LC,91402,29717,20060726,E,16115Q308
026013,LC,78170,11857,19921216,E,78454L100
026037,LU,78156,11871,19921218,20210430,40425J101
026061,LC,78840,11901,19930119,20200630,57667L107
026061,LC,15850,55487,20200701,E,57667L107
026069,LC,91128,50323,20060228,20201125,402635502
026123,LC,15789,55463,20151002,E,G6674U108
026146,LC,15658,55410,20150917,E,75901B107
026147,LC,15694,55417,20150918,E,70975L107
026156,LC,15707,55421,20151102,E,42824C109
026304,LC,15797,55470,20151130,20180430,12650T104
026305,LC,16591,12654,20170201,E,518613203
026367,LC,15826,55474,20151119,E,852234103
026376,LC,15936,55520,20160203,E,07725L102
026381,LC,15850,55487,20151119,20200630,57665R106
026410,LC,15719,55426,20151110,E,35086T109
026411,LC,16333,55708,20160915,20210528,65506L105
026494,LC,15909,55509,20151210,E,049468101
026495,LC,15921,55517,20160304,E,949090104
026539,LC,89648,43851,20030201,E,284902509
026539,LC,89648,43851,20030123,20030131,284902509
026590,LC,16087,55585,20160705,E,34959J108
026658,LC,15859,55493,20151217,E,05351W103
026709,LC,16279,55687,20161003,20191031,92532W103
026746,LC,16304,55697,20160930,E,67059N108
026749,LC,91575,51423,20160701,E,42704L104
026812,LC,15917,55513,20160204,E,36164Y101
026847,LC,16186,55625,20160728,E,87357P100
026864,LC,16021,55527,20160415,E,71424F105
026874,LC,15937,55521,20160203,E,28106W103
027045,LC,16042,55555,20160420,E,55303A105
027155,LC,16064,55568,20160531,E,45826J105
027186,LC,15997,54311,20180101,E,531229888
027186,LC,15997,54311,20160418,20171231,531229888
027186,LC,15996,54311,20180101,E,531229888
027186,LC,15996,54311,20160418,20171231,531229888
027187,LC,14811,54311,20180101,E,531229854
027187,LC,14811,54311,20160418,20171231,531229854
027187,LC,13757,54311,20180101,E,531229854
027187,LC,13757,54311,20160418,20171231,531229854
027199,LU,78841,11923,19930129,E,91851C201
027245,LC,16073,55575,20160531,20180831,22164K101
027338,LC,16146,55606,20160801,E,03835L207
027364,LC,16140,55601,20160623,E,90138F102
027387,LC,16182,55623,20160721,E,453204109
027393,LC,16498,55806,20170104,E,43283X105
027394,LC,16499,55807,20170104,E,700517105
027490,LC,16155,55609,20160714,E,53567X101
027555,LC,16989,56099,20171012,E,68752L100
027575,LC,16434,55775,20161028,E,005098108
027638,LC,16347,55718,20161101,E,013872106
027653,LC,18145,56542,20181025,E,98585X104
027665,LC,16253,55670,20160804,E,32051X108
027776,LU,78908,11934,19930203,E,774515100
027780,LC,78927,29753,19930202,E,82981J109
027786,LC,78877,11937,19930205,20200626,165167735
027794,LC,78875,11946,19930209,E,977852102
027802,LC,16278,55686,20161003,20191227,50218P107
027803,LC,16277,55685,20160921,E,25787G100
027810,LC,78881,11952,19930211,20151016,G5509L101
027823,LU,78876,11958,19930212,E,228903100
027826,LU,78932,29761,19930212,20150331,101541100
027845,LC,78916,11965,19930217,20200529,G0177J108
027876,LC,16275,55681,20160824,20211026,67077N106
027885,LC,16309,55701,20160921,E,88339J105
027914,LC,48653,20950,19930308,E,444859102
027925,LC,78955,12009,19930430,E,05367P100
027928,LC,78975,12011,19930312,E,461202103
027938,LU,79007,12015,19930316,E,824889109
027965,LC,78987,12027,19930319,E,595017104
027971,LC,79474,12319,19930802,20180810,52170U207
027980,LC,78977,12037,19930406,20160415,471109108
027981,LU,78963,12036,19930324,E,168615102
028034,LC,79057,29796,19930325,E,H1467J104
028070,LC,16276,55684,20161003,E,00773T101
028084,LC,16382,55747,20161006,E,22266L106
028113,LC,16383,55748,20161019,E,H17182108
028118,LC,79089,12074,19930408,E,34988V106
028119,LC,79129,29807,20100305,20210730,11282X103
028119,LC,79129,29807,19930408,20090415,11282X103
028139,LU,79108,12083,19930414,E,801056102
028169,LU,81598,13713,19950505,20180103,008916108
028176,LU,79133,29805,19930423,E,038336103
028180,LU,79103,12097,19930423,E,67103H107
028191,LU,79145,29819,19930428,E,V7780T103
028192,LC,24643,20060,20161101,E,443201108
028194,LC,88597,39140,20000913,E,05368V106
028195,LU,79094,12108,19930429,E,466313103
028209,LU,79150,12119,19930524,E,035255108
028216,LC,79210,29863,19930504,E,759351604
028272,LC,79363,29908,19930607,E,046353108
028295,LU,79198,12147,19930520,E,88830M102
028320,LC,13949,54426,20130627,E,12514G108
028322,LU,79233,29844,19930527,E,42226K105
028338,LC,79237,29866,19930528,E,H8817H100
028340,LU,79238,29867,19930528,E,875465106
028347,LC,90783,46992,20050727,E,343389102
028349,LC,79323,29870,19930603,E,020002101
028367,LC,16386,55752,20161020,E,450056106
028370,LC,16641,55893,20170313,E,N70544106
028408,LC,79248,12194,19930610,E,37253A103
028420,LC,16381,55746,20161028,E,09239B109
028477,LU,79265,12214,19930622,20210528,302445101
028499,LC,16343,55716,20161101,E,98850P109
028543,LC,90092,29931,20040310,20101115,86677E100
028564,LC,79444,29930,20170301,20180509,861642403
028564,LC,79444,29930,19930709,20170228,861642403
028590,LC,18649,21414,19930727,E,109696104
028590,LC,18649,21414,19620131,19801231,109696104
028590,LC,18649,21414,19500101,19620130,109696104
028606,LU,79448,29922,19930716,E,09254J102
028629,LU,79452,29911,19930722,E,133131102
028648,LU,79411,12305,19930723,20150331,716768106
028719,LC,16497,55805,20170103,E,206787103
028724,LC,82555,14111,19951108,E,058586108
028733,LU,79547,29940,19930812,E,29476L107
028742,LU,79545,29936,19930813,E,099724106
028785,LU,79491,12378,19930825,E,974250102
028787,LC,15724,55428,20151001,E,71377A103
028790,LC,16431,55778,20161110,E,513272104
028806,LC,80069,12204,20040903,E,04280A100
028806,LC,80069,12204,19931214,19940720,04280A100
028838,LC,89154,42125,20010925,E,225401108
028853,LC,79564,12407,19930917,E,G0551A103
028877,LC,79588,12415,19930921,20160302,49271V100
028877,LC,17942,56438,20180710,E,49271V100
028919,LC,79660,29973,19940131,20170630,68268N103
028919,LC,79660,29973,19940101,19940130,68268N103
028930,LC,85913,30005,19980501,E,571903202
028930,LC,85913,30005,19980330,19980430,571903202
028940,LC,79668,29956,19930930,E,077454106
028967,LU,79731,12462,19931006,E,74727A104
029001,LU,79724,12473,19931013,20151030,670872100
029011,LU,79758,29992,19931015,E,103304101
029015,LU,79686,12484,19931015,E,243537107
029028,LC,87055,7882,19931022,E,22160K105
029052,LU,79770,30004,19931022,E,529043101
029082,LC,79777,29993,19931028,20201102,124830878
029097,LU,79730,12521,19931029,20160331,G6852T105
029099,LU,79782,30011,19931029,E,758849103
029101,LU,79824,12525,19931101,E,32020R109
029108,LU,79857,12530,19931102,E,703481101
029127,LU,79906,30033,19931104,E,45337C102
029131,LU,79862,12541,19931105,E,374689107
029133,LU,79839,12539,19931105,E,465741106
029135,LC,91135,50468,20060327,E,07317Q105
029150,LU,79881,12546,19931109,E,917047102
029155,LC,16696,55930,20170601,E,14575E105
029173,LU,79915,30044,19931112,20190228,651290108
029191,LC,16525,55822,20161209,E,G4740B105
029217,LU,79866,12574,19931116,E,806882106
029241,LC,79879,12583,19931117,E,925550105
029246,LU,79796,12591,19931118,20170930,046265104
029282,LC,79859,12608,19931123,E,649445103
029353,LC,80032,12651,19931209,20130228,820280105
029359,LU,80102,30087,19931209,E,866674104
029382,LU,80034,12669,19931213,E,556269108
029389,LC,80100,30086,19931214,E,828806109
029392,LU,80080,30070,19940104,E,277432100
029399,LC,16494,55803,20161205,E,112830104
029453,LU,84723,15434,19970411,E,16411R208
029511,LC,80079,30069,19940125,20151208,232820100
029517,LU,80054,12740,19931230,E,58470H101
029573,LC,16514,55815,20161222,E,33740K101
029609,LU,80167,12569,19940120,E,405217100
029649,LC,80183,30104,19940128,E,59522J103
029698,LU,80274,12835,19940209,E,82661L101
029705,LU,80233,12843,19940210,E,234264109
029733,LC,80204,30260,19940217,E,573284106
029734,LU,80254,12859,19940217,20200731,60740F105
029736,LU,80286,12863,19940218,E,892356106
029751,LU,80191,30249,19940311,E,012653101
029755,LC,80193,30251,19940223,E,07556Q881
029804,LC,19583,30929,20071204,E,G491BT108
029819,LC,16544,55837,20170202,20180329,09075E100
029830,LC,80361,12895,19940303,20150701,96145D105
029830,LC,21186,21913,20150702,E,96145D105
029837,LU,80306,12902,19940304,E,09058V103
029850,LU,80089,30077,19931214,E,40049J206
029868,LU,80399,30362,19940310,E,554382101
029875,LU,80381,30345,19940311,E,053484101
029887,LC,93223,53326,20100104,20160129,891894107
029901,LU,80320,12926,19940317,E,217204106
029912,LU,80401,30364,19940318,E,72200X104
029955,LC,80307,12952,19940329,E,071734107
029984,LC,85592,32135,20110603,E,74340W103
030004,LC,16581,55858,20170201,E,46187W107
030032,LC,80415,30381,19940412,E,26969P108
030059,LU,80432,13001,19940414,E,02553E106
030067,LU,80412,30378,19940415,E,008492100
030075,LC,13820,54349,20130312,E,923725105
030091,LC,16595,55867,20170302,E,83304A106
030098,LC,80446,13008,19940425,20130731,45687V106
030098,LC,16692,55928,20170601,E,45687V106
030098,LC,16692,55928,20170512,20170531,45687V106
030137,LU,80539,13036,19940503,E,640268108
030145,LC,16617,55879,20170317,E,74347M108
030170,LC,80329,12930,19940318,E,Y2573F102
030220,LU,80534,13087,19940518,E,871655106
030222,LU,80498,13092,19940519,E,03076K108
030255,LU,80560,13113,19940526,20150227,62936P103
030259,LC,80563,13115,19940526,E,707569109
030260,LU,80575,13114,19940526,E,829073105
030293,LU,80681,30421,19940607,E,297178105
030298,LU,80688,30427,19940608,E,431284108
030312,LU,80635,13136,19940610,E,45245E109
030354,LU,80691,30429,19940617,20200228,531172104
030384,LU,80683,30423,19940624,E,32054K103
030463,LU,80719,30446,19940714,E,393657101
030490,LU,80711,30438,19940722,E,03748R747
030547,LC,16750,55961,20170512,E,83418M103
030560,LC,16603,55872,20170316,E,135086106
030576,LU,80791,13252,19940810,E,00486H105
030582,LC,87279,36349,19991020,20151127,633643804
030612,LU,80795,13269,19940817,E,023436108
030622,LC,16650,55900,20170413,E,98585N106
030637,LU,80779,30458,19940825,E,554489104
030651,LU,80928,13300,19940912,E,237266101
030662,LC,80924,13304,19940913,E,82968B103
030671,LU,80864,30474,19940916,E,759509102
030674,LU,80918,13098,19940919,20170228,04033A100
030683,LU,80866,30476,19940921,E,88018T101
030740,LU,80680,30420,19940729,E,25746Q108
030771,LC,81035,30492,19941116,E,36239Q109
030822,LU,81045,30500,19941018,E,756109104
030847,LC,81010,13384,19941021,E,M85548101
030861,LC,80987,13394,19941025,20170908,499049104
030861,LC,12473,53620,20170911,E,499049104
030870,LC,80957,13398,20100210,E,29109X106
030870,LC,80957,13398,19941026,20080218,29109X106
030874,LC,81040,30497,19941027,E,500631106
030923,LC,16538,55833,20170117,E,G87110105
030932,LU,81095,13413,19941107,E,667340103
030950,LC,50972,21183,20170101,20170117,58441K100
030950,LC,50972,21183,20131129,20161231,58441K100
030990,LC,81055,30513,19941116,E,14040H105
030999,LC,16655,55904,20170428,E,146869102
031109,LC,16738,55956,20170504,E,03676B102
031122,LU,81138,13457,20170201,20170228,037604105
031122,LU,81138,13457,19941206,20170131,037604105
031142,LU,81132,30835,19941208,E,861012102
031227,LC,88379,37746,20040511,E,67069D108
031227,LC,88379,37746,20000616,20010524,67069D108
031255,LC,81013,13400,19941026,E,M87915274
031306,LU,80784,30462,19940816,E,409735206
031460,LU,81222,13524,19950125,E,76009N100
031519,LC,89976,44730,20031205,E,98462Y100
031521,LC,81254,12949,19950331,E,861896108
031564,LU,81282,13587,19950224,E,004498101
031587,LC,81481,13603,19950307,E,256746108
031607,LU,81501,13617,19950314,E,636518102
031616,LC,91367,50871,20060623,20150731,148887102
031673,LC,81540,13650,19950404,E,03073E105
031692,LC,81541,13660,19950407,20190321,55264U108
031774,LC,16816,56000,20170807,E,10922N103
031802,LC,17040,56123,20171205,20201030,G2709G107
031846,LC,81655,30886,19950530,E,237194105
031881,LC,81705,13750,19950601,20160919,30241L109
031887,LU,81736,13753,19950602,E,761152107
032102,LC,16829,56014,20170728,E,75737F108
032106,LC,75034,20253,20170705,E,05722G100
032219,LC,16827,56012,20170721,E,71639T106
032280,LC,13008,53884,20110926,20161230,85571Q102
032355,LC,16964,56082,20170929,20191027,G8250R103
032382,LC,16932,56066,20170928,E,77543R102
032413,LC,17002,56107,20171026,E,0556EL109
032528,LC,17043,56126,20171102,E,361008105
032541,LC,16967,56085,20171012,E,141788109
032571,LC,17106,56150,20171110,E,05988J103
032574,LC,16971,56087,20171026,E,63845R107
032580,LC,17307,56259,20180201,E,925652109
032608,LC,18423,56664,20190321,E,P73684113
032610,LC,17035,56118,20171102,E,30057T105
032688,LC,17038,56121,20171117,E,860897107
032748,LC,17126,56164,20171215,E,65158N102
032751,LC,17222,56211,20180112,E,456237106
032771,LC,15782,55406,20171201,E,971378104
032771,LC,15782,55406,20171130,20171130,971378104
032809,LC,17133,56168,20171208,E,03763A207
032855,LC,17234,56216,20180117,E,05351X101
032884,LC,17254,56224,20180124,E,G68707101
032908,LC,15221,55196,20180105,E,77313F106
032935,LC,17315,56267,20180209,E,14161W105
032961,LC,15075,55117,20180118,E,30048L203
033066,LC,17287,56255,20180201,E,10949T109
033152,LC,17342,56288,20180323,E,26210C104
033175,LC,17782,56350,20180403,E,L8681T102
033232,LC,17382,56314,20180412,E,98983V106
033243,LC,17794,56358,20180601,E,98311A105
033301,LC,17685,56335,20180427,E,256163106
033439,LC,17792,56357,20180601,20210528,715347100
033446,LC,17788,56353,20180517,20210430,72941B106
033449,LC,13749,54304,20180801,E,90290N109
033449,LC,13749,54304,20180430,20180731,90290N109
033487,LC,17832,56386,20180531,E,44852D108
033493,LC,17907,56382,20180611,20200603,92243N103
033533,LC,17790,56355,20180523,E,26927E104
033603,LC,17876,56401,20180629,E,257554105
033610,LC,17855,56390,20180615,E,05338G106
033621,LC,17987,56432,20180730,20200209,36255F102
033652,LC,38850,21623,20180601,E,830830105
033668,LC,17949,56445,20180725,E,093712107
033703,LC,17977,56465,20180719,20210430,88699C930
033913,LC,17984,56469,20180727,E,29260V105
033951,LC,18064,56500,20181001,E,35905A109
033955,LC,18062,56498,20180921,E,28414H103
033998,LC,79474,12319,20180813,E,53634Q204
034048,LC,18138,56537,20181011,E,53814L108
034051,LC,18065,56501,20210503,E,366505105
034051,LC,18065,56501,20181001,20200920,366505105
034053,LC,18142,56539,20181029,E,76118Y104
034067,LC,18087,56508,20180912,E,62914V106
034102,LC,18135,56534,20181001,E,40131M109
034161,LC,18137,56536,20181011,E,019770106
034241,LC,18214,56573,20181031,E,90184D100
034410,LC,18312,56611,20181207,E,60770K107
034443,LC,18428,56668,20190402,E,260557103
034446,LC,19058,56932,20191107,E,82837P408
034447,LC,18572,56715,20190502,E,08862E109
034636,LC,18421,56662,20190319,E,35137L105
034636,LC,18420,56662,20190319,E,35137L105
034765,LC,18327,56619,20190208,E,22304C100
034873,LC,18452,56673,20190329,E,55087P104
035005,LC,18484,56690,20190418,E,98980L101
035013,LC,18485,56691,20190418,E,72352L106
035035,LC,18578,56720,20190523,E,50050N103
035056,LC,18481,42936,20190409,E,H01301128
035065,LC,18579,56721,20190517,E,05352A100
035077,LC,18576,56719,20190510,E,90353T100
035082,LC,18835,56738,20190703,20200423,25258L109
